Description,IncidentCategory
Witnessing a sudden collapse near the staircase. Swiftly reaching for my phone to call for urgent help.,2
"At the sports complex, a student twists their ankle during a game. They are in pain and require immediate assistance.",2
"Startled by a student seizing near the entrance. Swiftly reaching out for help, urgency building.",2
"At the campus pond, a student falls in and is struggling to stay afloat. Immediate rescue efforts are necessary.",2
A sudden health crisis in the courtyard. Swiftly reaching for my phone to call for emergency assistance.,2
A sudden collapse disrupts the peaceful atmosphere of the outdoor seating area. Urgently seeking assistance.,2
"In the lecture hall, a student faints during a presentation. Quick response needed to assess their condition and provide appropriate care.",2
"In the quiet library, a student clutches their head in pain. Urgently reaching out for medical assistance.",2
"A sudden collapse in the music room. Urgently reaching for my phone, anxiety mounting.",2
"Witnessing a student seizing near the staircase. Dialing for help urgently, urgency intensifying.",2
"At the sports complex, a student twists their ankle during a game. They are in pain and require immediate assistance.",2
"Near the library, a student reports feeling a sudden and severe headache. They need assistance and a quiet space to rest.",2
A student exhibits signs of a severe allergic reaction in the lab. Hastily reaching out for emergency assistance.,2
"In the psychology class, a student experiences a panic attack. They are visibly distressed and need support to manage the episode.",2
"In a bustling corridor, I spot someone collapsing, gasping for breath. Swiftly dialing emergency services; panic sets in.",2
"In the physics lab, a student collapses due to exhaustion and dehydration. They need hydration and rest immediately.",2
"In the courtyard, a student experiences a sudden and severe headache. They need assistance and a quiet space to rest.",2
"In the cafeteria, a fellow student appears to be choking on their lunch. They are gesturing for help, struggling to breathe. Quick intervention needed!",2
Distress unfolding as a student exhibits signs of respiratory distress in the cafeteria. Dialing urgently for help.,2
"In the courtyard, a student has a sudden nosebleed that won't stop. They require immediate assistance and medical attention.",2
"In the outdoor seating area, a student struggles to breathe. Dialing for urgent medical assistance.",2
"Alarming sight: a fellow student collapses, unresponsive. Dialing for help, urgency heightening.",2
"In a bustling corridor, I spot someone collapsing, gasping for breath. Swiftly dialing emergency services; panic sets in.",2
Panic sets in as a student collapses near the water fountain. Dialing for help urgently.,2
"Near the library, a student reports feeling a sudden and severe headache. They need assistance and a quiet space to rest.",2
"Witnessing a student seizing near the staircase. Dialing for help urgently, urgency intensifying.",2
"In the art studio, a student collapses in distress. Urgently seeking aid, concern heightening.",2
"In the courtyard, a student experiences a sudden and severe headache. They need assistance and a quiet space to rest.",2
"In the outdoor seating area, a student struggles to breathe. Dialing for urgent medical assistance.",2
Witnessing a fellow student experiencing a sudden blackout in the computer lab. Urgently dialing for help.,2
"In the physics lab, a student collapses due to exhaustion and dehydration. They need hydration and rest immediately.",2
"In the art studio, a student accidentally cuts their hand while using a tool. Bleeding is evident, and quick first aid is essential.",2
"At the sports complex, a student collapses during a workout. Immediate assessment and assistance are necessary.",2
"In the chemistry lab, a student accidentally spills a toxic substance on their clothes. Immediate removal of contaminated clothing and thorough rinsing are crucial.",2
"Witnessing a student in distress, gripping their chest. Urgently seeking help, tension rising.",2
"In the courtyard, a student has a sudden nosebleed that won't stop. They require immediate assistance and medical attention.",2
"In the courtyard, a student is stung by a swarm of bees and shows signs of an allergic reaction. Urgent medical help is crucial.",2
Frantically reacting to a fainting episode during class. Dialing for medical help urgently.,2
"In the quiet library, a student clutches their head in pain. Urgently reaching out for medical assistance.",2
